Name_of_the_Political_Party,Prefix,Bond_Number,Denominations,Date,Month,Year
BHARATIYA JANATA PARTY,OC,7544,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7548,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7535,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7539,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7533,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7543,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7537,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7525,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7541,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7529,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7527,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7531,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7532,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7536,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7530,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7524,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7526,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7528,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7518,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7534,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7520,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7522,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7519,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7515,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7521,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7517,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7523,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7574,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7568,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7564,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7562,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7560,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7570,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7556,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7558,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7572,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7566,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7576,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6506,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6485,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7864,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7823,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7855,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7854,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7908,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7830,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7835,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7863,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7890,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7858,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7868,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7878,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7839,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7895,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7862,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7836,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7887,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7906,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7845,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7851,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7853,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7883,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7833,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7882,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7869,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7909,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7832,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7843,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7907,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7838,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7905,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7840,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7880,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7826,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7884,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7885,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7893,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7831,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7846,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7860,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7852,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7904,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7866,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7889,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7876,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7903,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7824,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7891,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7870,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7879,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7834,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7856,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7865,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7829,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7844,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7888,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7901,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7894,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7841,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7867,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7857,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7877,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7881,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7902,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7871,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7828,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7825,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7892,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7847,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7827,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7837,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7842,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7859,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7896,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7585,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7579,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7581,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7571,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7575,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7589,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7577,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7573,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7583,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7587,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7597,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7599,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7607,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7601,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7603,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7591,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7593,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7605,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7595,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7609,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7608,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7604,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7626,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7618,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7622,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7602,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7634,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7612,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7620,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7598,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7616,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7628,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7606,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7600,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7630,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7632,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7614,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7624,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7610,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7636,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7637,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7633,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7635,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7647,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7645,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7639,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7643,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7641,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7649,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7631,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7625,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7623,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7617,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7619,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7613,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7621,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7615,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7611,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7629,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,7627,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6531,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6534,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6528,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6529,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6504,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6505,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6533,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6538,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6503,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6526,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6537,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6540,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6532,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6501,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6536,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6527,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6535,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6539,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6530,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6502,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6543,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6546,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6544,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6542,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6547,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6541,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6545,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6550,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6548,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6561,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6549,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6565,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6571,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6563,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6567,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6551,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6553,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6552,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,6554,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,3881,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,3877,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,3883,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,3885,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,OC,3879,10000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12727,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12729,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12731,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12732,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12734,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,1064,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,1070,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,1065,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,1068,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,1072,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12739,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,TL,12737,1000000.0,14,May,2019
BHARATIYA JANATA PARTY,OL,3200,100000.0,14,May,2019
BHARATIYA JANATA PARTY,OL,3218,100000.0,14,May,2019
BHARATIYA JANATA PARTY,OL,3216,100000.0,14,May,2019
BHARATIYA JANATA PARTY,OL,3219,100000.0,14,May,2019
BHARATIYA JANATA PARTY,OL,3217,100000.0,14,May,2019
AAM AADMI PARTY,OC,2871,10000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OC,4686,10000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12581,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12585,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12582,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12583,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12586,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TL,12584,1000000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TT,9602,10000.0,15,May,2019
BHARAT RASHTRA SAMITHI,TT,9601,10000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5008,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5009,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5011,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5010,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5006,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5005,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5007,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5013,1000.0,15,May,2019
BHARAT RASHTRA SAMITHI,OT,5012,1000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7447,10000000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7450,10000000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7449,10000000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7436,10000000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7448,10000000.0,15,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7802,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7801,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7805,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7804,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7803,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,3876,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2875,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7644,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,7646,10000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13054,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13063,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13052,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13061,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13065,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13060,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13058,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13062,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13056,1000000.0,16,May,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,13064,1000000.0,16,May,2019
BHARAT RASHTRA SAMITHI,OC,6754,10000000.0,17,May,2019
BHARAT RASHTRA SAMITHI,OC,6763,10000000.0,17,May,2019
BHARAT RASHTRA SAMITHI,OC,6756,10000000.0,17,May,2019
BHARAT RASHTRA SAMITHI,OC,6761,10000000.0,17,May,2019
BHARATIYA JANATA PARTY,OC,6463,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6465,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2735,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4703,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2737,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2745,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2749,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2739,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2741,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2747,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2743,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4701,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2738,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2736,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2744,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2742,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2740,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4710,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4714,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2746,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2748,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4704,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4712,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,2750,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4706,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4708,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4702,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7567,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7910,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7848,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7850,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7849,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4705,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4707,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4713,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4717,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4715,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4709,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4711,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4716,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4718,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4719,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,4721,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7588,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7594,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7596,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7590,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7592,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7642,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7638,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,7640,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6566,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6564,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6562,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6569,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6568,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6570,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6572,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6573,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6575,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,OC,6574,10000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12534,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12533,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12532,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12535,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12531,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12529,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12528,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12527,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12530,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12524,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12525,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12523,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12521,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12522,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12516,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12520,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12517,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12518,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12519,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12506,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12580,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12579,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12572,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,12578,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11362,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11363,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11358,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11360,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11371,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11365,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11367,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11359,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11370,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11369,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11357,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11368,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11356,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11366,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11364,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11373,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11378,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11377,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11375,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11379,1000000.0,20,May,2019
BHARATIYA JANATA PARTY,TL,11374,1000000.0,20,May,2019
