Name_of_the_Political_Party,Prefix,Bond_Number,Denominations,Date,Month,Year
BHARATIYA JANATA PARTY,TL,11271,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10835,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10834,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10837,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10833,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10836,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10872,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10875,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10851,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10873,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10874,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11343,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11328,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11342,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11346,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11330,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11339,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11329,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11347,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11331,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11335,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11340,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11344,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11336,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11338,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11334,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11341,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11327,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11332,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11345,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,11333,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10538,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10547,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10542,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10544,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10549,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10510,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10506,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10508,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10502,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10504,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10528,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10536,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10530,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10534,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10525,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10514,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10521,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10512,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10519,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,TL,10516,1000000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2124,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2132,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2122,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2126,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2128,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2134,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2130,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2136,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2140,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2138,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2149,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2131,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2145,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2135,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2141,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2137,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2139,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2143,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2133,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,2147,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3056,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3059,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3064,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3053,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3062,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3101,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3102,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3106,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3105,100000.0,12,April,2019
BHARATIYA JANATA PARTY,OL,3103,100000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2586,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2603,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5253,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5252,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5255,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5251,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5254,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5257,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5258,10000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11010,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11004,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11006,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11002,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11008,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,772,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,774,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,770,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,766,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,768,1000000.0,12,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,7523,1000000.0,12,April,2019
SHIVSENA,OC,6639,10000000.0,12,April,2019
SHIVSENA,OC,6633,10000000.0,12,April,2019
SHIVSENA,TL,6859,1000000.0,12,April,2019
SHIVSENA,TL,6857,1000000.0,12,April,2019
SHIVSENA,TL,6861,1000000.0,12,April,2019
SHIVSENA,TL,6853,1000000.0,12,April,2019
SHIVSENA,TL,6855,1000000.0,12,April,2019
SHIVSENA,TL,12332,1000000.0,12,April,2019
SHIVSENA,TL,12330,1000000.0,12,April,2019
SHIVSENA,TL,12428,1000000.0,12,April,2019
SHIVSENA,TL,12426,1000000.0,12,April,2019
SHIVSENA,TL,12424,1000000.0,12,April,2019
SHIVSENA,TL,12430,1000000.0,12,April,2019
SHIVSENA,TL,12422,1000000.0,12,April,2019
SHIVSENA,TL,12490,1000000.0,12,April,2019
SHIVSENA,TL,12486,1000000.0,12,April,2019
SHIVSENA,TL,12495,1000000.0,12,April,2019
SHIVSENA,TL,12488,1000000.0,12,April,2019
SHIVSENA,TL,12499,1000000.0,12,April,2019
TELUGU DESAM PARTY,TL,12011,1000000.0,12,April,2019
TELUGU DESAM PARTY,TL,12009,1000000.0,12,April,2019
TELUGU DESAM PARTY,TL,12030,1000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,4272,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,4536,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,4526,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,4538,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,4518,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OC,5353,10000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),TL,7536,1000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),TL,7538,1000000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OL,23624,100000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OL,23620,100000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OL,23618,100000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OL,23622,100000.0,12,April,2019
YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),OL,23626,100000.0,12,April,2019
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,OL,162,100000.0,15,April,2019
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,OL,187,100000.0,15,April,2019
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,OL,174,100000.0,15,April,2019
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,OL,179,100000.0,15,April,2019
ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,OL,165,100000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4314,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4318,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4316,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,3676,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,3679,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,3680,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,3682,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,3681,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2617,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2602,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2594,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2595,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4512,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4519,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2597,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4532,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4511,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4533,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4523,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4508,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4530,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4514,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4516,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4534,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2598,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4520,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4513,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4515,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4524,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2599,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4517,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4521,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4527,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,2600,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4529,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4525,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4531,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4522,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,4528,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,5165,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,5167,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,5166,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,OC,5259,10000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,6871,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,6865,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,6863,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,6867,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,6869,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12372,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12366,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12380,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12382,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12376,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12374,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12368,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12370,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12378,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12362,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12360,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12377,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12364,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12381,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12379,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12803,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12491,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12497,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12801,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12493,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11226,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11229,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11231,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11230,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11227,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11250,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11254,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11260,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11256,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11258,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11252,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11251,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11259,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11257,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,11253,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3231,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3237,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3241,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3240,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3227,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3235,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3239,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3242,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3229,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,3233,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12026,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12028,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12022,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12027,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,12024,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,10900,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,10899,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,10901,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,10898,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,10897,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9424,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9421,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9427,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9419,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9415,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9423,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9425,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9422,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9426,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,TL,9420,1000000.0,15,April,2019
BHARATIYA JANATA PARTY,OL,3063,100000.0,15,April,2019
BHARATIYA JANATA PARTY,OL,3073,100000.0,15,April,2019
BHARATIYA JANATA PARTY,OL,3085,100000.0,15,April,2019
BHARATIYA JANATA PARTY,OL,3071,100000.0,15,April,2019
BHARATIYA JANATA PARTY,OL,3097,100000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,2604,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5361,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5734,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5740,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5742,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5737,10000000.0,15,April,2019
DRAVIDA MUNNETRA KAZHAGAM (DMK),OC,5745,10000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,11222,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,11224,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,11221,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,11225,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,11223,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7528,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7530,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7526,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7524,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7531,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12038,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12045,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12041,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12036,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12043,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12040,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12042,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12037,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12035,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12039,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7529,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7527,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,12033,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7525,1000000.0,15,April,2019
JANATA DAL ( SECULAR ),TL,7532,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,6856,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,6854,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,6858,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,6862,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,6860,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12420,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12436,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12440,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12432,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12438,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12444,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12448,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12446,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12434,1000000.0,15,April,2019
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,TL,12442,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5863,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5865,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5867,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5869,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2792,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2796,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2794,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2608,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2610,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2601,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2605,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2607,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2616,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2609,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2593,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2592,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,4537,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,4535,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,1351,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5156,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5157,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5160,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5155,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5141,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5153,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5158,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5152,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5159,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,5154,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,746,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,748,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,750,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",OC,2854,10000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,12416,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,12414,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,12418,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,12410,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,12412,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,778,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11233,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11232,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11235,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11234,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,11209,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,4213,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,4221,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,4219,1000000.0,15,April,2019
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",TL,4203,1000000.0,15,April,2019
