Name_of_the_Political_Party,Denominations,Date,Month,Year,id
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6594
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6558
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6580
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6596
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6582
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6590
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6584
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC8176
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6592
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6807
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6805
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6817
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6837
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6823
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6833
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6821
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6839
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6811
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6803
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6815
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6801
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6809
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6819
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC6835
BHARATIYA JANATA PARTY,10000000.0,11,October,2019,OC8181
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11488
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11486
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11483
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11479
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11471
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11490
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11487
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11476
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11484
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL11473
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL12745
BHARATIYA JANATA PARTY,1000000.0,11,October,2019,TL12747
BHARATIYA JANATA PARTY,100000.0,11,October,2019,OL3229
BHARATIYA JANATA PARTY,100000.0,11,October,2019,OL3221
BHARATIYA JANATA PARTY,100000.0,11,October,2019,OL3225
BHARATIYA JANATA PARTY,100000.0,11,October,2019,OL3227
BHARATIYA JANATA PARTY,100000.0,11,October,2019,OL3223
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,10000000.0,11,October,2019,OC7731
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,10000000.0,11,October,2019,OC7733
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,1000000.0,11,October,2019,TL13178
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,1000000.0,11,October,2019,TL13172
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,1000000.0,11,October,2019,TL13174
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,1000000.0,11,October,2019,TL13170
NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,1000000.0,11,October,2019,TL13176
SHIVSENA,10000000.0,14,October,2019,OC7737
SHIVSENA,10000000.0,14,October,2019,OC7735
SHIVSENA,10000000.0,14,October,2019,OC7747
SHIVSENA,10000000.0,14,October,2019,OC7741
SHIVSENA,10000000.0,14,October,2019,OC7739
SHIVSENA,1000000.0,14,October,2019,TL13182
SHIVSENA,1000000.0,14,October,2019,TL13180
SHIVSENA,1000000.0,14,October,2019,TL13184
SHIVSENA,1000000.0,14,October,2019,TL13188
SHIVSENA,1000000.0,14,October,2019,TL13186
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7977
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7987
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7979
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7985
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7983
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7981
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6827
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6813
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6831
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6829
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6825
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC7980
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6826
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6824
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6822
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6830
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6818
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6804
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6828
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6812
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6808
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6810
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6806
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6802
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6816
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6814
BHARATIYA JANATA PARTY,10000000.0,15,October,2019,OC6820
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11500
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11498
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11492
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11494
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11496
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13411
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13409
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL11499
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13405
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13403
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13401
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13407
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13402
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13412
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13408
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13418
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13404
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13414
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13416
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13410
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13406
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13421
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13413
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13419
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13415
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13423
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13417
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13428
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13426
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13422
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13420
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13424
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12760
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12746
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12752
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12758
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12750
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12748
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12756
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12762
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12744
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12754
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13425
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13427
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13433
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13429
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13435
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13431
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13442
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13436
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13438
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13432
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13444
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13446
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13430
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13434
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13440
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13505
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13517
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13515
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13501
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13503
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13511
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13513
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13507
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13509
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13519
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13506
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13504
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13510
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13502
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL13508
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12759
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12761
BHARATIYA JANATA PARTY,1000000.0,15,October,2019,TL12763
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1165
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1169
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1163
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1161
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1167
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1164
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1166
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1168
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1172
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1170
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1171
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1173
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1174
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1177
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1175
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1190
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1180
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1178
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1184
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1188
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1186
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1176
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1182
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1192
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1181
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1183
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1179
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1187
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1185
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1191
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1189
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1195
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1197
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1193
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1199
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1194
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1196
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1202
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1198
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1200
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1201
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1203
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1209
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1205
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1207
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1208
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1206
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1210
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1204
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1211
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1212
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1215
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1219
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1213
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1217
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1221
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1216
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1214
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1270
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1268
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1271
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1273
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1222
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1226
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1228
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1232
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1218
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1224
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1230
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1220
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1223
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1227
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1225
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1234
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1236
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1238
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1239
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1272
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1274
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1275
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1252
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1248
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1250
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1256
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1240
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1254
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1246
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1244
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1242
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1247
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1243
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1245
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1249
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1241
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1257
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1255
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1251
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1259
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1253
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1258
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1264
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1260
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1262
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1266
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1261
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1265
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1269
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1263
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1267
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1276
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1287
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1281
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1277
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1279
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1278
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1282
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1280
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1288
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1284
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1286
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1285
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1283
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1231
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1237
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1235
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1229
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1233
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1289
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL1291
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL3224
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL3220
BHARATIYA JANATA PARTY,100000.0,15,October,2019,OL3222
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9609
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9613
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9615
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9607
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9611
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9608
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9612
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9616
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9610
BHARATIYA JANATA PARTY,10000.0,15,October,2019,TT9614
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,15,October,2019,TL7540
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,15,October,2019,TL7542
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,15,October,2019,OL23716
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,15,October,2019,OL23717
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,15,October,2019,OL23712
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,15,October,2019,OL23714
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000.0,15,October,2019,OL23715
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7707
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7713
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7709
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7721
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7715
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7723
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7705
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7711
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7717
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7719
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7728
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7742
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7758
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7762
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7754
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7764
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7748
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7734
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7744
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7722
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7766
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7740
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7736
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7746
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7760
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7750
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7726
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7730
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7770
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7732
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7756
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7768
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7724
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7752
BHARATIYA JANATA PARTY,10000000.0,16,October,2019,OC7738
BHARATIYA JANATA PARTY,10000000.0,18,October,2019,OC8180
BHARATIYA JANATA PARTY,10000000.0,18,October,2019,OC8182
BHARATIYA JANATA PARTY,10000000.0,18,October,2019,OC8184
BHARATIYA JANATA PARTY,10000000.0,18,October,2019,OC8186
BHARATIYA JANATA PARTY,10000000.0,18,October,2019,OC8178
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7710
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7718
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7706
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7714
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7712
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7708
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7716
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7720
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7727
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7729
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7725
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7743
BHARATIYA JANATA PARTY,10000000.0,19,October,2019,OC7745
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13200
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13198
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13202
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13204
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13206
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13190
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13208
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13194
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13192
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,19,October,2019,TL13196
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,22,October,2019,TL13164
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,22,October,2019,TL13168
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,22,October,2019,TL13160
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,22,October,2019,TL13162
"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000.0,22,October,2019,TL13166
BHARATIYA JANATA PARTY,10000000.0,23,October,2019,OC6599
BHARATIYA JANATA PARTY,10000000.0,23,October,2019,OC8177
BHARATIYA JANATA PARTY,10000000.0,23,October,2019,OC8179
BHARATIYA JANATA PARTY,1000000.0,23,October,2019,TL13171
BIJU JANATA DAL,10000000.0,20,January,2020,OC4727
BIJU JANATA DAL,10000000.0,20,January,2020,OC4729
BIJU JANATA DAL,10000000.0,20,January,2020,OC4723
BIJU JANATA DAL,10000000.0,20,January,2020,OC4725
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC821
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC827
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC814
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC806
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC830
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC802
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC832
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC817
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC809
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC824
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC804
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC815
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC822
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC828
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC818
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC838
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC835
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC825
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC810
BHARATIYA JANATA PARTY,10000000.0,21,January,2020,OC833
