Name_of_the_Purchaser,Denominations,purchase_date,purchase_month,purchase_year,id
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13467
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13513
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13525
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13075
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13081
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13537
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13481
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13089
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13409
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13473
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13549
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13531
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13499
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13063
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13495
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13431
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13543
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13455
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13487
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13401
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13497
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13419
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13545
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13461
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13055
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13413
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13471
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13547
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13061
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13065
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13445
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13425
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13511
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13437
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13503
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13453
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13083
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13479
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13491
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13079
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13433
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13527
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13489
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13059
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13483
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13403
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13539
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13421
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13477
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13069
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13085
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13485
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13051
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13095
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13529
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13447
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13517
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13093
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13423
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13091
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13465
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13507
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13087
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13505
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13493
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13521
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13071
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13057
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13441
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13415
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13073
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13533
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13463
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13469
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13099
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13523
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13579
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13565
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13555
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13573
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13553
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13571
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13569
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13585
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13583
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13587
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13595
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13581
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13563
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13577
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13597
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13561
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13575
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13591
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13593
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13589
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13551
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13559
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13599
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13557
QWIKSUPPLYCHAINPRIVATELIMITED,10000000.0,11,Nov,2022,OC13567
WELSPUN CORP LIMITED,10000000.0,11,Nov,2022,OC13052
WELSPUN CORP LIMITED,10000000.0,11,Nov,2022,OC13047
WELSPUN CORP LIMITED,10000000.0,11,Nov,2022,OC13056
WELSPUN CORP LIMITED,10000000.0,11,Nov,2022,OC13049
WELSPUN CORP LIMITED,10000000.0,11,Nov,2022,OC13054
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13031
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13037
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13035
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13029
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13041
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13033
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13027
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13045
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13043
WELSPUN ENTERPRISES LTD,10000000.0,11,Nov,2022,OC13039
ABHINAV JAIN,100000.0,14,Nov,2022,OL8019
ABHINAV JAIN,100000.0,14,Nov,2022,OL8017
AJANTA PHARMA LTD,10000000.0,14,Nov,2022,OC13534
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13108
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13116
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13110
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13118
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13112
ALEMBICPHARMACEUTICALSLINCLRTGS,10000000.0,14,Nov,2022,OC13114
ALEMBICPHARMACEUTICALSLINCLRTGS,1000000.0,14,Nov,2022,TL977
ALEMBICPHARMACEUTICALSLINCLRTGS,1000000.0,14,Nov,2022,TL979
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13554
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13550
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13540
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13556
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13560
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13558
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13542
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13552
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13548
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13538
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13546
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13562
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13536
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13564
ALKEM LABORATORIES LIMITED,10000000.0,14,Nov,2022,OC13544
AMIT GUPTA,100000.0,14,Nov,2022,OL8021
AMIT GUPTA,100000.0,14,Nov,2022,OL8023
ARVIND  LIMITED,10000000.0,14,Nov,2022,OC13122
ARVIND  LIMITED,10000000.0,14,Nov,2022,OC13120
ARVIND  LIMITED,10000000.0,14,Nov,2022,OC13124
FIOTEX COTSPIN PRIVATE LIMITED,1000000.0,14,Nov,2022,TL981
FIOTEX COTSPIN PRIVATE LIMITED,1000000.0,14,Nov,2022,TL983
FIOTEX COTSPIN PRIVATE LIMITED,1000000.0,14,Nov,2022,TL985
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27511
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27503
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27501
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27505
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27515
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27509
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27507
FIOTEX COTSPIN PRIVATE LIMITED,100000.0,14,Nov,2022,OL27513
GENUS POWER INFRASTRUCTURES LIMITED,10000000.0,14,Nov,2022,OC5652
HARSHIT CHHABRA,100000.0,14,Nov,2022,OL8028
HARSHIT CHHABRA,100000.0,14,Nov,2022,OL8026
KULWANT SINGH,1000000.0,14,Nov,2022,TL1120
KULWANT SINGH,1000000.0,14,Nov,2022,TL1122
KULWANT SINGH,1000000.0,14,Nov,2022,TL1124
MANJIT KAUR,1000000.0,14,Nov,2022,TL1112
MANJIT KAUR,1000000.0,14,Nov,2022,TL1110
MANJIT KAUR,1000000.0,14,Nov,2022,TL1106
MANJIT KAUR,1000000.0,14,Nov,2022,TL1114
MANJIT KAUR,1000000.0,14,Nov,2022,TL1108
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12364
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12362
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12369
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12356
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12375
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12373
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12371
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12367
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12363
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12360
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12365
MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000.0,14,Nov,2022,OC12358
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13518
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13516
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13514
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13522
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13506
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13510
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13502
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13500
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13498
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13494
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13512
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13520
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13496
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13504
MODERN ROAD MAKERS PVT. LTD.,10000000.0,14,Nov,2022,OC13508
NAHAR BUILDERS AND DEVELOPERS LTD,1000000.0,14,Nov,2022,TL13271
NAHAR BUILDERS AND DEVELOPERS LTD,1000000.0,14,Nov,2022,TL13279
NAHAR BUILDERS AND DEVELOPERS LTD,1000000.0,14,Nov,2022,TL13273
NAHAR BUILDERS AND DEVELOPERS LTD,1000000.0,14,Nov,2022,TL13275
NAHAR BUILDERS AND DEVELOPERS LTD,1000000.0,14,Nov,2022,TL13277
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13119
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13123
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13111
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13115
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13125
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13117
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13121
NIRMA LIMITED,10000000.0,14,Nov,2022,OC13113
PANACEA BIOTEC PHARMA LTD PHARMACEU,10000000.0,14,Nov,2022,OC12542
PARAMJIT SINGH S O JAGJIT SINGH,1000000.0,14,Nov,2022,TL1118
PARAMJIT SINGH S O JAGJIT SINGH,1000000.0,14,Nov,2022,TL1116
PIRAMAL PHARMA LIMITED,10000000.0,14,Nov,2022,OC13566
PIRAMAL PHARMA LIMITED,10000000.0,14,Nov,2022,OC13568
PIRAMAL PHARMA LIMITED,10000000.0,14,Nov,2022,OC13570
RMC SWITCHGEARS LTD,1000000.0,14,Nov,2022,TL1707
RMC SWITCHGEARS LTD,1000000.0,14,Nov,2022,TL1709
RMC SWITCHGEARS LTD,1000000.0,14,Nov,2022,TL1705
RMC SWITCHGEARS LTD,1000000.0,14,Nov,2022,TL1703
RMC SWITCHGEARS LTD,1000000.0,14,Nov,2022,TL1701
SAURABH JAIN,100000.0,14,Nov,2022,OL8033
SAURABH JAIN,100000.0,14,Nov,2022,OL8025
SAURABH JAIN,100000.0,14,Nov,2022,OL8029
SAURABH JAIN,100000.0,14,Nov,2022,OL8027
SAURABH JAIN,100000.0,14,Nov,2022,OL8031
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12529
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12555
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12695
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12635
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12527
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12573
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12631
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12645
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12655
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12665
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12679
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12685
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12599
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12687
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12689
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12697
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12516
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12539
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12507
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12633
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12537
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12579
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12525
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12545
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12659
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12587
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12593
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12595
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12528
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12641
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12657
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12675
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12681
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12699
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12522
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12536
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12583
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12603
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12613
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12526
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12523
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12639
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12693
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12549
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12509
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12677
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12518
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12541
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12524
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12531
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12571
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12623
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12673
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12530
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12521
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12517
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12559
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12532
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12543
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12563
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12513
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12535
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12605
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12609
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12637
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12540
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12567
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12607
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12627
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12663
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12667
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12519
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12569
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12575
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12619
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12589
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12601
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12643
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12515
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12617
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12651
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12653
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12661
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12669
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12511
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12547
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12557
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12691
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12565
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12585
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12597
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12533
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12553
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12611
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12534
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12591
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12551
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12577
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12538
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12561
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12581
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12621
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12629
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12671
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12520
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12647
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12683
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12625
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12649
VEDANTA LIMITED,10000000.0,14,Nov,2022,OC12615
WELSPUN CORP LIMITED,10000000.0,14,Nov,2022,OC13528
WELSPUN CORP LIMITED,10000000.0,14,Nov,2022,OC13524
WELSPUN CORP LIMITED,10000000.0,14,Nov,2022,OC13532
WELSPUN CORP LIMITED,10000000.0,14,Nov,2022,OC13526
WELSPUN CORP LIMITED,10000000.0,14,Nov,2022,OC13530
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13486
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13476
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13484
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13474
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13490
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13482
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13480
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13492
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13488
WELSPUN INDIA LIMITED,10000000.0,14,Nov,2022,OC13478
ZYDUS HEALTHCARE LIMITED,10000000.0,14,Nov,2022,OC13102
ZYDUS HEALTHCARE LIMITED,10000000.0,14,Nov,2022,OC13104
ZYDUS HEALTHCARE LIMITED,10000000.0,14,Nov,2022,OC13106
ANGEL FIBERS LIMITED,1000000.0,15,Nov,2022,TL987
ANGEL FIBERS LIMITED,1000000.0,15,Nov,2022,TL989
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27517
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27531
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27519
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27523
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27521
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27527
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27533
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27525
ANGEL FIBERS LIMITED,100000.0,15,Nov,2022,OL27529
